GeneSymbol,gene_id,transcript_id,MTS_status,Type,Start,Stop,ClinicalSignificance,,PhenotypeList
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589267,6589267,Benign/Likely benign,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589195,6589195,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589195,6589195,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589221,6589221,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589221,6589221,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589245,6589245,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589245,6589245,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589265,6589265,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6589265,6589265,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592172,6592172,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592172,6592172,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592220,6592220,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592220,6592220,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592214,6592214,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592214,6592214,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592213,6592213,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592213,6592213,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592982,6592982,Pathogenic/Likely pathogenic,,Glycine encephalopathy|GLDC-related disorder|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592982,6592982,Pathogenic/Likely pathogenic,,Glycine encephalopathy|GLDC-related disorder|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592933,6592933,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592933,6592933,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592870,6592870,Pathogenic/Likely pathogenic,,Glycine encephalopathy|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592870,6592870,Pathogenic/Likely pathogenic,,Glycine encephalopathy|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592910,6592910,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592910,6592910,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592871,6592871,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592871,6592871,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592935,6592935,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592935,6592935,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592889,6592889,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592889,6592889,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592913,6592913,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592913,6592913,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592964,6592964,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592964,6592964,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592926,6592926,Pathogenic,,Inborn genetic diseases
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6592926,6592926,Pathogenic,,Inborn genetic diseases
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595109,6595109,Pathogenic,,Glycine encephalopathy|not provided|Inborn genetic diseases|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595109,6595109,Pathogenic,,Glycine encephalopathy|not provided|Inborn genetic diseases|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595046,6595046,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595046,6595046,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595081,6595081,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595081,6595081,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595092,6595092,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595092,6595092,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595019,6595019,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595019,6595019,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595081,6595081,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6595081,6595081,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602153,6602153,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602153,6602153,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602147,6602147,Pathogenic/Likely pathogenic,,Inborn genetic diseases|Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602147,6602147,Pathogenic/Likely pathogenic,,Inborn genetic diseases|Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602119,6602119,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602119,6602119,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602156,6602156,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602156,6602156,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602180,6602180,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602180,6602180,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602192,6602192,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602192,6602192,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602186,6602186,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602186,6602186,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602137,6602137,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602137,6602137,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602146,6602146,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602146,6602146,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602156,6602156,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602156,6602156,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602122,6602122,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602122,6602122,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602181,6602181,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602181,6602181,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602116,6602116,Conflicting classifications of pathogenicity,,not specified|Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602116,6602116,Conflicting classifications of pathogenicity,,not specified|Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602167,6602167,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602167,6602167,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602119,6602119,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602119,6602119,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602146,6602146,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602146,6602146,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602168,6602168,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6602168,6602168,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604637,6604637,Pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604637,6604637,Pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604759,6604759,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604759,6604759,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604775,6604775,Benign/Likely benign,,Glycine encephalopathy|not specified|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604775,6604775,Benign/Likely benign,,Glycine encephalopathy|not specified|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604775,6604775,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604775,6604775,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604591,6604591,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604591,6604591,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604613,6604613,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604613,6604613,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604735,6604735,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604735,6604735,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604657,6604657,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604657,6604657,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604605,6604605,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604605,6604605,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604607,6604607,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604607,6604607,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604634,6604634,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604634,6604634,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604746,6604746,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604746,6604746,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604750,6604750,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604750,6604750,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604774,6604774,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604774,6604774,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604703,6604703,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604703,6604703,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604735,6604735,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604735,6604735,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604591,6604591,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604591,6604591,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604606,6604606,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604606,6604606,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604727,6604727,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604727,6604727,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604741,6604741,Likely pathogenic,,Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6604741,6604741,Likely pathogenic,,Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605186,6605186,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605186,6605186,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605184,6605184,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605184,6605184,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605145,6605145,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605145,6605145,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605193,6605193,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605193,6605193,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605192,6605192,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605192,6605192,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605139,6605139,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605139,6605139,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605196,6605196,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605196,6605196,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605144,6605144,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605144,6605144,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605194,6605194,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605194,6605194,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605181,6605181,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605181,6605181,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605142,6605142,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6605142,6605142,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606599,6606599,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606599,6606599,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606634,6606634,Benign/Likely benign,,Glycine encephalopathy|not specified|GLDC-related disorder|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606634,6606634,Benign/Likely benign,,Glycine encephalopathy|not specified|GLDC-related disorder|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606627,6606627,Benign/Likely benign,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606627,6606627,Benign/Likely benign,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606644,6606644,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|not provided|Inborn genetic diseases
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606644,6606644,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|not provided|Inborn genetic diseases
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606598,6606598,Conflicting classifications of pathogenicity,,not specified|Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606598,6606598,Conflicting classifications of pathogenicity,,not specified|Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606623,6606623,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606623,6606623,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606630,6606630,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606630,6606630,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606598,6606598,Likely pathogenic,,Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6606598,6606598,Likely pathogenic,,Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610345,6610345,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610345,6610345,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610314,6610314,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610314,6610314,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610267,6610267,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610267,6610267,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610222,6610222,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610222,6610222,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610329,6610329,Conflicting classifications of pathogenicity,,not specified|Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610329,6610329,Conflicting classifications of pathogenicity,,not specified|Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610328,6610328,Pathogenic/Likely pathogenic,,Inborn genetic diseases|Glycine encephalopathy|not provided|GLDC-related disorder|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610328,6610328,Pathogenic/Likely pathogenic,,Inborn genetic diseases|Glycine encephalopathy|not provided|GLDC-related disorder|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610208,6610208,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610208,6610208,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610289,6610289,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610289,6610289,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610335,6610335,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610335,6610335,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610195,6610195,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6610195,6610195,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
