"gene_id","transcript_id","chr","start","stop","Start","Stop","Type","GeneSymbol","ClinicalSignificance","PhenotypeList"
"ENSG00000178445","ENST00000321612","9",6604588,6604784,6604741,6604741,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605186,6605186,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605186,6605186,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605184,6605184,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605184,6605184,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605145,6605145,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605145,6605145,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605193,6605193,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605193,6605193,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605192,6605192,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605192,6605192,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605139,6605139,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605139,6605139,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605196,6605196,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605196,6605196,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605144,6605144,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605144,6605144,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605194,6605194,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605194,6605194,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605181,6605181,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605181,6605181,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605142,6605142,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6605131,6605278,6605142,6605142,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606599,6606599,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606599,6606599,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606634,6606634,"single nucleotide variant","GLDC","Benign/Likely benign","Glycine encephalopathy|not specified|GLDC-related disorder|not provided"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606634,6606634,"single nucleotide variant","GLDC","Benign/Likely benign","Glycine encephalopathy|not specified|GLDC-related disorder|not provided"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606627,6606627,"single nucleotide variant","GLDC","Benign/Likely benign","not provided|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606627,6606627,"single nucleotide variant","GLDC","Benign/Likely benign","not provided|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606644,6606644,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified|not provided|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606644,6606644,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified|not provided|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606598,6606598,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not specified|Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606598,6606598,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not specified|Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606623,6606623,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606623,6606623,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606630,6606630,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606630,6606630,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606598,6606598,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6606592,6606669,6606598,6606598,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610345,6610345,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610345,6610345,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610314,6610314,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610314,6610314,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610267,6610267,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610267,6610267,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610222,6610222,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610222,6610222,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610329,6610329,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not specified|Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610329,6610329,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not specified|Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610328,6610328,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Inborn genetic diseases|Glycine encephalopathy|not provided|GLDC-related disorder|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610328,6610328,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Inborn genetic diseases|Glycine encephalopathy|not provided|GLDC-related disorder|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610208,6610208,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610208,6610208,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610289,6610289,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610289,6610289,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610335,6610335,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610335,6610335,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610195,6610195,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610195,6610195,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610194,6610194,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610194,6610194,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610205,6610205,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610205,6610205,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610275,6610275,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610275,6610275,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610278,6610278,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610278,6610278,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610222,6610222,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610222,6610222,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610349,6610349,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610349,6610349,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610322,6610322,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610322,6610322,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified|not provided"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610300,6610300,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610300,6610300,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610334,6610334,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610334,6610334,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610233,6610233,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610233,6610233,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610337,6610337,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610337,6610337,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610356,6610356,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6610192,6610356,6610356,6610356,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620259,6620259,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620259,6620259,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620241,6620241,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620241,6620241,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620205,6620205,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620205,6620205,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620197,6620197,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620197,6620197,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620217,6620217,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620217,6620217,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620259,6620259,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620259,6620259,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620188,6620188,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620188,6620188,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620221,6620221,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620221,6620221,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620188,6620188,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620188,6620188,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620205,6620205,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620205,6620205,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620187,6620187,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620187,6620187,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620229,6620229,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620229,6620229,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620209,6620209,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620209,6620209,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620202,6620202,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620202,6620202,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620204,6620204,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620204,6620204,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620263,6620263,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620263,6620263,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620259,6620259,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620259,6620259,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620190,6620190,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6620184,6620319,6620190,6620190,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644629,6644629,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not specified|Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644629,6644629,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not specified|Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644686,6644686,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644686,6644686,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","not provided|Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644619,6644619,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644619,6644619,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644646,6644646,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644646,6644646,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644626,6644626,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6644614,6644692,6644626,6644626,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645498,6645498,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645498,6645498,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645324,6645324,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645324,6645324,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645255,6645255,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645255,6645255,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645350,6645350,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645350,6645350,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645448,6645448,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645448,6645448,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645437,6645437,"single nucleotide variant","GLDC","Benign/Likely benign","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645437,6645437,"single nucleotide variant","GLDC","Benign/Likely benign","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645278,6645278,"single nucleotide variant","GLDC","Benign/Likely benign","Glycine encephalopathy|GLDC-related disorder|not provided"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645278,6645278,"single nucleotide variant","GLDC","Benign/Likely benign","Glycine encephalopathy|GLDC-related disorder|not provided"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645460,6645460,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645460,6645460,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645310,6645310,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|GLDC-related disorder|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645310,6645310,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|GLDC-related disorder|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645496,6645496,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645496,6645496,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645255,6645255,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Glycine encephalopathy 1|not specified"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645255,6645255,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Glycine encephalopathy 1|not specified"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645476,6645476,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645476,6645476,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645477,6645477,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645477,6645477,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645310,6645310,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645310,6645310,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645422,6645422,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645422,6645422,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645404,6645404,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645404,6645404,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645411,6645411,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645411,6645411,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645376,6645376,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645376,6645376,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645291,6645291,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645291,6645291,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645498,6645498,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645498,6645498,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645423,6645423,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645423,6645423,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645264,6645264,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645264,6645264,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645334,6645334,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6645245,6645729,6645334,6645334,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases"
